file_name,label,label_name
44225.png,25,Road work
44226.png,4,Speed limit (70km/h)
44227.png,0,Speed limit (20km/h)
44228.png,11,Right-of-way at the next intersection
44229.png,21,Double curve
44230.png,9,No passing
44231.png,25,Road work
44232.png,26,Traffic signals
44233.png,26,Traffic signals
44234.png,27,Pedestrians
44235.png,40,Roundabout mandatory
44236.png,40,Roundabout mandatory
44237.png,8,Speed limit (120km/h)
44238.png,38,Keep right
44239.png,15,No vehicles
44240.png,13,Yield
44241.png,20,Dangerous curve to the right
44242.png,35,Ahead only
44243.png,40,Roundabout mandatory
44244.png,16,Vehicles over 3.5 metric tons prohibited
44245.png,6,End of speed limit (80km/h)
44246.png,17,No entry
44247.png,26,Traffic signals
44248.png,28,Children crossing
44249.png,19,Dangerous curve to the left
44250.png,40,Roundabout mandatory
44251.png,21,Double curve
44252.png,20,Dangerous curve to the right
44253.png,28,Children crossing
44254.png,30,Beware of ice/snow
44255.png,14,Stop
44256.png,22,Bumpy road
44257.png,27,Pedestrians
44258.png,14,Stop
44259.png,22,Bumpy road
44260.png,12,Priority road
44261.png,14,Stop
44262.png,31,Wild animals crossing
44263.png,37,Go straight or left
44264.png,29,Bicycles crossing
44265.png,30,Beware of ice/snow
44266.png,12,Priority road
44267.png,23,Slippery road
44268.png,8,Speed limit (120km/h)
44269.png,14,Stop
44270.png,19,Dangerous curve to the left
44271.png,17,No entry
44272.png,4,Speed limit (70km/h)
44273.png,40,Roundabout mandatory
44274.png,30,Beware of ice/snow
44275.png,33,Turn right ahead
44276.png,12,Priority road
44277.png,42,End of no passing by vehicles over 3.5 metric tons
44278.png,26,Traffic signals
44279.png,32,End of all speed and passing limits
44280.png,35,Ahead only
44281.png,29,Bicycles crossing
44282.png,9,No passing
44283.png,19,Dangerous curve to the left
44284.png,2,Speed limit (50km/h)
44285.png,0,Speed limit (20km/h)
44286.png,2,Speed limit (50km/h)
44287.png,9,No passing
44288.png,29,Bicycles crossing
44289.png,23,Slippery road
44290.png,18,General caution
44291.png,3,Speed limit (60km/h)
44292.png,13,Yield
44293.png,22,Bumpy road
44294.png,24,Road narrows on the right
44295.png,4,Speed limit (70km/h)
44296.png,21,Double curve
44297.png,31,Wild animals crossing
44298.png,15,No vehicles
44299.png,8,Speed limit (120km/h)
44300.png,19,Dangerous curve to the left
44301.png,20,Dangerous curve to the right
44302.png,6,End of speed limit (80km/h)
44303.png,9,No passing
44304.png,13,Yield
44305.png,39,Keep left
44306.png,38,Keep right
44307.png,28,Children crossing
44308.png,16,Vehicles over 3.5 metric tons prohibited
44309.png,36,Go straight or right
44310.png,2,Speed limit (50km/h)
44311.png,32,End of all speed and passing limits
44312.png,2,Speed limit (50km/h)
44313.png,36,Go straight or right
44314.png,19,Dangerous curve to the left
44315.png,9,No passing
44316.png,1,Speed limit (30km/h)
44317.png,18,General caution
44318.png,21,Double curve
44319.png,34,Turn left ahead
44320.png,3,Speed limit (60km/h)
44321.png,38,Keep right
44322.png,33,Turn right ahead
44323.png,14,Stop
44324.png,0,Speed limit (20km/h)
44325.png,29,Bicycles crossing
44326.png,26,Traffic signals
44327.png,34,Turn left ahead
44328.png,8,Speed limit (120km/h)
44329.png,31,Wild animals crossing
44330.png,29,Bicycles crossing
44331.png,33,Turn right ahead
44332.png,10,No passing for vehicles over 3.5 metric tons
44333.png,24,Road narrows on the right
44334.png,30,Beware of ice/snow
44335.png,35,Ahead only
44336.png,23,Slippery road
44337.png,15,No vehicles
44338.png,24,Road narrows on the right
44339.png,20,Dangerous curve to the right
44340.png,18,General caution
44341.png,24,Road narrows on the right
44342.png,30,Beware of ice/snow
44343.png,36,Go straight or right
44344.png,30,Beware of ice/snow
44345.png,11,Right-of-way at the next intersection
44346.png,13,Yield
44347.png,3,Speed limit (60km/h)
44348.png,23,Slippery road
44349.png,16,Vehicles over 3.5 metric tons prohibited
44350.png,28,Children crossing
44351.png,41,End of no passing
44352.png,8,Speed limit (120km/h)
44353.png,25,Road work
44354.png,30,Beware of ice/snow
44355.png,19,Dangerous curve to the left
44356.png,19,Dangerous curve to the left
44357.png,23,Slippery road
44358.png,39,Keep left
44359.png,4,Speed limit (70km/h)
44360.png,12,Priority road
44361.png,38,Keep right
44362.png,38,Keep right
44363.png,32,End of all speed and passing limits
44364.png,38,Keep right
44365.png,11,Right-of-way at the next intersection
44366.png,18,General caution
44367.png,12,Priority road
44368.png,28,Children crossing
44369.png,13,Yield
44370.png,12,Priority road
44371.png,12,Priority road
44372.png,0,Speed limit (20km/h)
44373.png,38,Keep right
44374.png,17,No entry
44375.png,4,Speed limit (70km/h)
44376.png,39,Keep left
44377.png,31,Wild animals crossing
44378.png,21,Double curve
44379.png,36,Go straight or right
44380.png,36,Go straight or right
44381.png,28,Children crossing
44382.png,24,Road narrows on the right
44383.png,6,End of speed limit (80km/h)
44384.png,10,No passing for vehicles over 3.5 metric tons
44385.png,26,Traffic signals
44386.png,21,Double curve
44387.png,23,Slippery road
44388.png,7,Speed limit (100km/h)
44389.png,31,Wild animals crossing
44390.png,30,Beware of ice/snow
44391.png,21,Double curve
44392.png,2,Speed limit (50km/h)
44393.png,15,No vehicles
44394.png,25,Road work
44395.png,20,Dangerous curve to the right
44396.png,30,Beware of ice/snow
44397.png,25,Road work
44398.png,7,Speed limit (100km/h)
44399.png,8,Speed limit (120km/h)
44400.png,13,Yield
44401.png,42,End of no passing by vehicles over 3.5 metric tons
44402.png,30,Beware of ice/snow
44403.png,27,Pedestrians
44404.png,14,Stop
44405.png,34,Turn left ahead
44406.png,31,Wild animals crossing
44407.png,39,Keep left
44408.png,19,Dangerous curve to the left
44409.png,26,Traffic signals
44410.png,0,Speed limit (20km/h)
44411.png,21,Double curve
44412.png,25,Road work
44413.png,30,Beware of ice/snow
44414.png,11,Right-of-way at the next intersection
44415.png,7,Speed limit (100km/h)
44416.png,39,Keep left
44417.png,18,General caution
44418.png,1,Speed limit (30km/h)
44419.png,36,Go straight or right
44420.png,2,Speed limit (50km/h)
44421.png,42,End of no passing by vehicles over 3.5 metric tons
44422.png,5,Speed limit (80km/h)
44423.png,20,Dangerous curve to the right
44424.png,39,Keep left
44425.png,9,No passing
44426.png,36,Go straight or right
44427.png,34,Turn left ahead
44428.png,40,Roundabout mandatory
44429.png,6,End of speed limit (80km/h)
44430.png,36,Go straight or right
44431.png,31,Wild animals crossing
44432.png,32,End of all speed and passing limits
44433.png,19,Dangerous curve to the left
44434.png,15,No vehicles
44435.png,23,Slippery road
44436.png,36,Go straight or right
44437.png,21,Double curve
44438.png,34,Turn left ahead
44439.png,12,Priority road
44440.png,0,Speed limit (20km/h)
44441.png,16,Vehicles over 3.5 metric tons prohibited
44442.png,7,Speed limit (100km/h)
44443.png,40,Roundabout mandatory
44444.png,26,Traffic signals
44445.png,38,Keep right
44446.png,0,Speed limit (20km/h)
44447.png,34,Turn left ahead
44448.png,19,Dangerous curve to the left
44449.png,27,Pedestrians
44450.png,31,Wild animals crossing
44451.png,4,Speed limit (70km/h)
44452.png,14,Stop
44453.png,0,Speed limit (20km/h)
44454.png,6,End of speed limit (80km/h)
44455.png,4,Speed limit (70km/h)
44456.png,3,Speed limit (60km/h)
44457.png,14,Stop
44458.png,21,Double curve
44459.png,22,Bumpy road
44460.png,3,Speed limit (60km/h)
44461.png,31,Wild animals crossing
44462.png,34,Turn left ahead
44463.png,25,Road work
44464.png,9,No passing
44465.png,14,Stop
44466.png,38,Keep right
44467.png,42,End of no passing by vehicles over 3.5 metric tons
44468.png,32,End of all speed and passing limits
44469.png,39,Keep left
44470.png,10,No passing for vehicles over 3.5 metric tons
44471.png,14,Stop
44472.png,26,Traffic signals
44473.png,39,Keep left
44474.png,6,End of speed limit (80km/h)
44475.png,10,No passing for vehicles over 3.5 metric tons
44476.png,1,Speed limit (30km/h)
44477.png,17,No entry
44478.png,1,Speed limit (30km/h)
44479.png,25,Road work
44480.png,23,Slippery road
44481.png,36,Go straight or right
44482.png,19,Dangerous curve to the left
44483.png,8,Speed limit (120km/h)
44484.png,15,No vehicles
44485.png,11,Right-of-way at the next intersection
44486.png,9,No passing
44487.png,20,Dangerous curve to the right
44488.png,33,Turn right ahead
44489.png,1,Speed limit (30km/h)
44490.png,13,Yield
44491.png,31,Wild animals crossing
44492.png,5,Speed limit (80km/h)
44493.png,3,Speed limit (60km/h)
44494.png,31,Wild animals crossing
44495.png,41,End of no passing
44496.png,17,No entry
44497.png,4,Speed limit (70km/h)
44498.png,9,No passing
44499.png,24,Road narrows on the right
44500.png,4,Speed limit (70km/h)
44501.png,31,Wild animals crossing
44502.png,15,No vehicles
44503.png,30,Beware of ice/snow
44504.png,2,Speed limit (50km/h)
44505.png,7,Speed limit (100km/h)
44506.png,21,Double curve
44507.png,11,Right-of-way at the next intersection
44508.png,3,Speed limit (60km/h)
44509.png,16,Vehicles over 3.5 metric tons prohibited
44510.png,7,Speed limit (100km/h)
44511.png,41,End of no passing
44512.png,7,Speed limit (100km/h)
44513.png,14,Stop
44514.png,24,Road narrows on the right
44515.png,26,Traffic signals
44516.png,27,Pedestrians
44517.png,13,Yield
44518.png,2,Speed limit (50km/h)
44519.png,37,Go straight or left
44520.png,40,Roundabout mandatory
44521.png,18,General caution
44522.png,13,Yield
44523.png,34,Turn left ahead
44524.png,3,Speed limit (60km/h)
44525.png,30,Beware of ice/snow
44526.png,29,Bicycles crossing
44527.png,18,General caution
44528.png,5,Speed limit (80km/h)
44529.png,30,Beware of ice/snow
44530.png,42,End of no passing by vehicles over 3.5 metric tons
44531.png,33,Turn right ahead
44532.png,24,Road narrows on the right
44533.png,37,Go straight or left
44534.png,6,End of speed limit (80km/h)
44535.png,31,Wild animals crossing
44536.png,26,Traffic signals
44537.png,17,No entry
44538.png,33,Turn right ahead
44539.png,21,Double curve
44540.png,15,No vehicles
44541.png,20,Dangerous curve to the right
44542.png,38,Keep right
44543.png,23,Slippery road
44544.png,24,Road narrows on the right
44545.png,18,General caution
44546.png,39,Keep left
44547.png,17,No entry
44548.png,16,Vehicles over 3.5 metric tons prohibited
44549.png,11,Right-of-way at the next intersection
44550.png,8,Speed limit (120km/h)
44551.png,39,Keep left
44552.png,16,Vehicles over 3.5 metric tons prohibited
44553.png,42,End of no passing by vehicles over 3.5 metric tons
44554.png,15,No vehicles
44555.png,40,Roundabout mandatory
44556.png,26,Traffic signals
44557.png,24,Road narrows on the right
44558.png,36,Go straight or right
44559.png,39,Keep left
44560.png,4,Speed limit (70km/h)
44561.png,3,Speed limit (60km/h)
44562.png,26,Traffic signals
44563.png,0,Speed limit (20km/h)
44564.png,12,Priority road
44565.png,7,Speed limit (100km/h)
44566.png,2,Speed limit (50km/h)
44567.png,34,Turn left ahead
44568.png,25,Road work
44569.png,22,Bumpy road
44570.png,23,Slippery road
44571.png,34,Turn left ahead
44572.png,34,Turn left ahead
44573.png,21,Double curve
44574.png,37,Go straight or left
44575.png,29,Bicycles crossing
44576.png,19,Dangerous curve to the left
44577.png,31,Wild animals crossing
44578.png,0,Speed limit (20km/h)
44579.png,25,Road work
44580.png,1,Speed limit (30km/h)
44581.png,38,Keep right
44582.png,7,Speed limit (100km/h)
44583.png,34,Turn left ahead
44584.png,37,Go straight or left
44585.png,5,Speed limit (80km/h)
44586.png,34,Turn left ahead
44587.png,30,Beware of ice/snow
44588.png,15,No vehicles
44589.png,36,Go straight or right
44590.png,10,No passing for vehicles over 3.5 metric tons
44591.png,32,End of all speed and passing limits
44592.png,42,End of no passing by vehicles over 3.5 metric tons
44593.png,24,Road narrows on the right
44594.png,38,Keep right
44595.png,37,Go straight or left
44596.png,21,Double curve
44597.png,15,No vehicles
44598.png,17,No entry
44599.png,22,Bumpy road
44600.png,18,General caution
44601.png,9,No passing
44602.png,10,No passing for vehicles over 3.5 metric tons
44603.png,26,Traffic signals
44604.png,9,No passing
44605.png,5,Speed limit (80km/h)
44606.png,22,Bumpy road
44607.png,30,Beware of ice/snow
44608.png,36,Go straight or right
44609.png,38,Keep right
44610.png,11,Right-of-way at the next intersection
44611.png,38,Keep right
44612.png,16,Vehicles over 3.5 metric tons prohibited
44613.png,28,Children crossing
44614.png,7,Speed limit (100km/h)
44615.png,10,No passing for vehicles over 3.5 metric tons
44616.png,13,Yield
44617.png,8,Speed limit (120km/h)
44618.png,8,Speed limit (120km/h)
44619.png,9,No passing
44620.png,0,Speed limit (20km/h)
44621.png,25,Road work
44622.png,31,Wild animals crossing
44623.png,12,Priority road
44624.png,16,Vehicles over 3.5 metric tons prohibited
44625.png,13,Yield
44626.png,9,No passing
44627.png,22,Bumpy road
44628.png,18,General caution
44629.png,13,Yield
44630.png,39,Keep left
44631.png,30,Beware of ice/snow
44632.png,9,No passing
44633.png,12,Priority road
44634.png,30,Beware of ice/snow
44635.png,38,Keep right
44636.png,29,Bicycles crossing
44637.png,27,Pedestrians
44638.png,4,Speed limit (70km/h)
44639.png,6,End of speed limit (80km/h)
44640.png,24,Road narrows on the right
44641.png,11,Right-of-way at the next intersection
44642.png,11,Right-of-way at the next intersection
44643.png,40,Roundabout mandatory
44644.png,3,Speed limit (60km/h)
44645.png,13,Yield
44646.png,11,Right-of-way at the next intersection
44647.png,11,Right-of-way at the next intersection
44648.png,9,No passing
44649.png,27,Pedestrians
44650.png,36,Go straight or right
44651.png,6,End of speed limit (80km/h)
44652.png,4,Speed limit (70km/h)
44653.png,22,Bumpy road
44654.png,26,Traffic signals
44655.png,14,Stop
44656.png,42,End of no passing by vehicles over 3.5 metric tons
44657.png,33,Turn right ahead
44658.png,17,No entry
44659.png,17,No entry
44660.png,34,Turn left ahead
44661.png,19,Dangerous curve to the left
44662.png,24,Road narrows on the right
44663.png,17,No entry
44664.png,36,Go straight or right
44665.png,14,Stop
44666.png,11,Right-of-way at the next intersection
44667.png,18,General caution
44668.png,42,End of no passing by vehicles over 3.5 metric tons
44669.png,29,Bicycles crossing
44670.png,19,Dangerous curve to the left
44671.png,40,Roundabout mandatory
44672.png,3,Speed limit (60km/h)
44673.png,32,End of all speed and passing limits
44674.png,35,Ahead only
44675.png,19,Dangerous curve to the left
44676.png,6,End of speed limit (80km/h)
44677.png,3,Speed limit (60km/h)
44678.png,9,No passing
44679.png,26,Traffic signals
44680.png,17,No entry
44681.png,12,Priority road
44682.png,32,End of all speed and passing limits
44683.png,16,Vehicles over 3.5 metric tons prohibited
44684.png,2,Speed limit (50km/h)
44685.png,38,Keep right
44686.png,26,Traffic signals
44687.png,36,Go straight or right
44688.png,40,Roundabout mandatory
44689.png,37,Go straight or left
44690.png,22,Bumpy road
44691.png,7,Speed limit (100km/h)
44692.png,18,General caution
44693.png,32,End of all speed and passing limits
44694.png,3,Speed limit (60km/h)
44695.png,24,Road narrows on the right
44696.png,28,Children crossing
44697.png,16,Vehicles over 3.5 metric tons prohibited
44698.png,3,Speed limit (60km/h)
44699.png,9,No passing
44700.png,10,No passing for vehicles over 3.5 metric tons
44701.png,12,Priority road
44702.png,10,No passing for vehicles over 3.5 metric tons
44703.png,35,Ahead only
44704.png,39,Keep left
44705.png,5,Speed limit (80km/h)
44706.png,37,Go straight or left
44707.png,11,Right-of-way at the next intersection
44708.png,11,Right-of-way at the next intersection
44709.png,18,General caution
44710.png,0,Speed limit (20km/h)
44711.png,17,No entry
44712.png,23,Slippery road
44713.png,10,No passing for vehicles over 3.5 metric tons
44714.png,9,No passing
44715.png,22,Bumpy road
44716.png,2,Speed limit (50km/h)
44717.png,2,Speed limit (50km/h)
44718.png,41,End of no passing
44719.png,19,Dangerous curve to the left
44720.png,29,Bicycles crossing
44721.png,42,End of no passing by vehicles over 3.5 metric tons
44722.png,22,Bumpy road
44723.png,21,Double curve
44724.png,2,Speed limit (50km/h)
44725.png,37,Go straight or left
44726.png,24,Road narrows on the right
44727.png,24,Road narrows on the right
44728.png,20,Dangerous curve to the right
44729.png,32,End of all speed and passing limits
44730.png,37,Go straight or left
44731.png,25,Road work
44732.png,36,Go straight or right
44733.png,34,Turn left ahead
44734.png,8,Speed limit (120km/h)
44735.png,10,No passing for vehicles over 3.5 metric tons
44736.png,36,Go straight or right
44737.png,28,Children crossing
44738.png,3,Speed limit (60km/h)
44739.png,25,Road work
44740.png,13,Yield
44741.png,12,Priority road
44742.png,33,Turn right ahead
44743.png,36,Go straight or right
44744.png,20,Dangerous curve to the right
44745.png,17,No entry
44746.png,28,Children crossing
44747.png,39,Keep left
44748.png,17,No entry
44749.png,37,Go straight or left
44750.png,26,Traffic signals
44751.png,25,Road work
44752.png,28,Children crossing
44753.png,41,End of no passing
44754.png,38,Keep right
44755.png,30,Beware of ice/snow
44756.png,23,Slippery road
44757.png,24,Road narrows on the right
44758.png,30,Beware of ice/snow
44759.png,38,Keep right
44760.png,21,Double curve
44761.png,2,Speed limit (50km/h)
44762.png,17,No entry
44763.png,36,Go straight or right
44764.png,21,Double curve
44765.png,7,Speed limit (100km/h)
44766.png,26,Traffic signals
44767.png,2,Speed limit (50km/h)
44768.png,34,Turn left ahead
44769.png,23,Slippery road
44770.png,28,Children crossing
44771.png,34,Turn left ahead
44772.png,28,Children crossing
44773.png,6,End of speed limit (80km/h)
44774.png,0,Speed limit (20km/h)
44775.png,23,Slippery road
44776.png,9,No passing
44777.png,32,End of all speed and passing limits
44778.png,41,End of no passing
44779.png,22,Bumpy road
44780.png,29,Bicycles crossing
44781.png,3,Speed limit (60km/h)
44782.png,24,Road narrows on the right
44783.png,32,End of all speed and passing limits
44784.png,28,Children crossing
44785.png,28,Children crossing
44786.png,10,No passing for vehicles over 3.5 metric tons
44787.png,0,Speed limit (20km/h)
44788.png,18,General caution
44789.png,7,Speed limit (100km/h)
44790.png,16,Vehicles over 3.5 metric tons prohibited
44791.png,21,Double curve
44792.png,24,Road narrows on the right
44793.png,14,Stop
44794.png,19,Dangerous curve to the left
44795.png,16,Vehicles over 3.5 metric tons prohibited
44796.png,28,Children crossing
44797.png,15,No vehicles
44798.png,11,Right-of-way at the next intersection
44799.png,27,Pedestrians
44800.png,26,Traffic signals
44801.png,2,Speed limit (50km/h)
44802.png,13,Yield
44803.png,18,General caution
44804.png,35,Ahead only
44805.png,31,Wild animals crossing
44806.png,15,No vehicles
44807.png,18,General caution
44808.png,34,Turn left ahead
44809.png,37,Go straight or left
44810.png,23,Slippery road
44811.png,33,Turn right ahead
44812.png,15,No vehicles
44813.png,41,End of no passing
44814.png,13,Yield
44815.png,28,Children crossing
44816.png,10,No passing for vehicles over 3.5 metric tons
44817.png,29,Bicycles crossing
44818.png,41,End of no passing
44819.png,11,Right-of-way at the next intersection
44820.png,22,Bumpy road
44821.png,19,Dangerous curve to the left
44822.png,0,Speed limit (20km/h)
44823.png,1,Speed limit (30km/h)
44824.png,0,Speed limit (20km/h)
44825.png,8,Speed limit (120km/h)
44826.png,16,Vehicles over 3.5 metric tons prohibited
44827.png,11,Right-of-way at the next intersection
44828.png,25,Road work
44829.png,32,End of all speed and passing limits
44830.png,14,Stop
44831.png,22,Bumpy road
44832.png,14,Stop
44833.png,31,Wild animals crossing
44834.png,9,No passing
44835.png,40,Roundabout mandatory
44836.png,15,No vehicles
44837.png,33,Turn right ahead
44838.png,2,Speed limit (50km/h)
44839.png,28,Children crossing
44840.png,9,No passing
44841.png,6,End of speed limit (80km/h)
44842.png,18,General caution
44843.png,6,End of speed limit (80km/h)
44844.png,7,Speed limit (100km/h)
44845.png,33,Turn right ahead
44846.png,29,Bicycles crossing
44847.png,14,Stop
44848.png,42,End of no passing by vehicles over 3.5 metric tons
44849.png,30,Beware of ice/snow
44850.png,22,Bumpy road
44851.png,16,Vehicles over 3.5 metric tons prohibited
44852.png,34,Turn left ahead
44853.png,24,Road narrows on the right
44854.png,32,End of all speed and passing limits
44855.png,33,Turn right ahead
44856.png,19,Dangerous curve to the left
44857.png,14,Stop
44858.png,28,Children crossing
44859.png,25,Road work
44860.png,5,Speed limit (80km/h)
44861.png,20,Dangerous curve to the right
44862.png,14,Stop
44863.png,38,Keep right
44864.png,11,Right-of-way at the next intersection
44865.png,34,Turn left ahead
44866.png,24,Road narrows on the right
44867.png,42,End of no passing by vehicles over 3.5 metric tons
44868.png,3,Speed limit (60km/h)
44869.png,20,Dangerous curve to the right
44870.png,23,Slippery road
44871.png,21,Double curve
44872.png,30,Beware of ice/snow
44873.png,5,Speed limit (80km/h)
44874.png,34,Turn left ahead
44875.png,33,Turn right ahead
44876.png,40,Roundabout mandatory
44877.png,4,Speed limit (70km/h)
44878.png,30,Beware of ice/snow
44879.png,25,Road work
44880.png,41,End of no passing
44881.png,8,Speed limit (120km/h)
44882.png,26,Traffic signals
44883.png,41,End of no passing
44884.png,2,Speed limit (50km/h)
44885.png,30,Beware of ice/snow
44886.png,9,No passing
44887.png,24,Road narrows on the right
44888.png,34,Turn left ahead
44889.png,14,Stop
44890.png,12,Priority road
44891.png,9,No passing
44892.png,8,Speed limit (120km/h)
44893.png,30,Beware of ice/snow
44894.png,19,Dangerous curve to the left
44895.png,41,End of no passing
44896.png,20,Dangerous curve to the right
44897.png,7,Speed limit (100km/h)
44898.png,26,Traffic signals
44899.png,13,Yield
44900.png,25,Road work
44901.png,24,Road narrows on the right
44902.png,11,Right-of-way at the next intersection
44903.png,11,Right-of-way at the next intersection
44904.png,39,Keep left
44905.png,31,Wild animals crossing
44906.png,3,Speed limit (60km/h)
44907.png,32,End of all speed and passing limits
44908.png,38,Keep right
44909.png,14,Stop
44910.png,28,Children crossing
44911.png,4,Speed limit (70km/h)
44912.png,25,Road work
44913.png,17,No entry
44914.png,36,Go straight or right
44915.png,10,No passing for vehicles over 3.5 metric tons
44916.png,31,Wild animals crossing
44917.png,36,Go straight or right
44918.png,16,Vehicles over 3.5 metric tons prohibited
44919.png,4,Speed limit (70km/h)
44920.png,20,Dangerous curve to the right
44921.png,9,No passing
44922.png,21,Double curve
44923.png,27,Pedestrians
44924.png,0,Speed limit (20km/h)
44925.png,38,Keep right
44926.png,10,No passing for vehicles over 3.5 metric tons
44927.png,30,Beware of ice/snow
44928.png,25,Road work
44929.png,18,General caution
44930.png,40,Roundabout mandatory
44931.png,5,Speed limit (80km/h)
44932.png,7,Speed limit (100km/h)
44933.png,27,Pedestrians
44934.png,27,Pedestrians
44935.png,17,No entry
44936.png,7,Speed limit (100km/h)
44937.png,38,Keep right
44938.png,7,Speed limit (100km/h)
44939.png,9,No passing
44940.png,14,Stop
44941.png,12,Priority road
44942.png,36,Go straight or right
44943.png,41,End of no passing
44944.png,21,Double curve
44945.png,8,Speed limit (120km/h)
44946.png,2,Speed limit (50km/h)
44947.png,5,Speed limit (80km/h)
44948.png,25,Road work
44949.png,4,Speed limit (70km/h)
44950.png,10,No passing for vehicles over 3.5 metric tons
44951.png,30,Beware of ice/snow
44952.png,38,Keep right
44953.png,42,End of no passing by vehicles over 3.5 metric tons
44954.png,2,Speed limit (50km/h)
44955.png,0,Speed limit (20km/h)
44956.png,15,No vehicles
44957.png,34,Turn left ahead
44958.png,5,Speed limit (80km/h)
44959.png,23,Slippery road
44960.png,27,Pedestrians
44961.png,33,Turn right ahead
44962.png,10,No passing for vehicles over 3.5 metric tons
44963.png,42,End of no passing by vehicles over 3.5 metric tons
44964.png,0,Speed limit (20km/h)
44965.png,21,Double curve
44966.png,17,No entry
44967.png,9,No passing
44968.png,32,End of all speed and passing limits
44969.png,33,Turn right ahead
44970.png,25,Road work
44971.png,26,Traffic signals
44972.png,27,Pedestrians
44973.png,13,Yield
44974.png,20,Dangerous curve to the right
44975.png,24,Road narrows on the right
44976.png,1,Speed limit (30km/h)
44977.png,39,Keep left
44978.png,34,Turn left ahead
44979.png,22,Bumpy road
44980.png,40,Roundabout mandatory
44981.png,20,Dangerous curve to the right
44982.png,23,Slippery road
44983.png,32,End of all speed and passing limits
44984.png,15,No vehicles
44985.png,10,No passing for vehicles over 3.5 metric tons
44986.png,11,Right-of-way at the next intersection
44987.png,14,Stop
44988.png,3,Speed limit (60km/h)
44989.png,9,No passing
44990.png,29,Bicycles crossing
44991.png,33,Turn right ahead
44992.png,8,Speed limit (120km/h)
44993.png,15,No vehicles
44994.png,29,Bicycles crossing
44995.png,42,End of no passing by vehicles over 3.5 metric tons
44996.png,6,End of speed limit (80km/h)
44997.png,41,End of no passing
44998.png,11,Right-of-way at the next intersection
44999.png,12,Priority road
45000.png,18,General caution
45001.png,19,Dangerous curve to the left
45002.png,13,Yield
45003.png,22,Bumpy road
45004.png,33,Turn right ahead
45005.png,1,Speed limit (30km/h)
45006.png,15,No vehicles
45007.png,5,Speed limit (80km/h)
45008.png,22,Bumpy road
45009.png,11,Right-of-way at the next intersection
45010.png,26,Traffic signals
45011.png,17,No entry
45012.png,7,Speed limit (100km/h)
45013.png,38,Keep right
45014.png,9,No passing
45015.png,12,Priority road
45016.png,14,Stop
45017.png,8,Speed limit (120km/h)
45018.png,35,Ahead only
45019.png,1,Speed limit (30km/h)
45020.png,20,Dangerous curve to the right
45021.png,8,Speed limit (120km/h)
45022.png,32,End of all speed and passing limits
45023.png,1,Speed limit (30km/h)
45024.png,1,Speed limit (30km/h)
45025.png,36,Go straight or right
45026.png,32,End of all speed and passing limits
45027.png,42,End of no passing by vehicles over 3.5 metric tons
45028.png,7,Speed limit (100km/h)
45029.png,22,Bumpy road
45030.png,17,No entry
45031.png,8,Speed limit (120km/h)
45032.png,13,Yield
45033.png,37,Go straight or left
45034.png,1,Speed limit (30km/h)
45035.png,26,Traffic signals
45036.png,32,End of all speed and passing limits
45037.png,11,Right-of-way at the next intersection
45038.png,17,No entry
45039.png,30,Beware of ice/snow
45040.png,19,Dangerous curve to the left
45041.png,20,Dangerous curve to the right
45042.png,10,No passing for vehicles over 3.5 metric tons
45043.png,11,Right-of-way at the next intersection
45044.png,17,No entry
45045.png,11,Right-of-way at the next intersection
45046.png,17,No entry
45047.png,39,Keep left
45048.png,17,No entry
45049.png,9,No passing
45050.png,24,Road narrows on the right
45051.png,12,Priority road
45052.png,3,Speed limit (60km/h)
45053.png,4,Speed limit (70km/h)
45054.png,2,Speed limit (50km/h)
45055.png,27,Pedestrians
45056.png,34,Turn left ahead
45057.png,22,Bumpy road
45058.png,10,No passing for vehicles over 3.5 metric tons
45059.png,6,End of speed limit (80km/h)
45060.png,18,General caution
45061.png,4,Speed limit (70km/h)
45062.png,23,Slippery road
45063.png,28,Children crossing
45064.png,21,Double curve
45065.png,21,Double curve
45066.png,17,No entry
45067.png,34,Turn left ahead
45068.png,40,Roundabout mandatory
45069.png,21,Double curve
45070.png,10,No passing for vehicles over 3.5 metric tons
45071.png,33,Turn right ahead
45072.png,23,Slippery road
45073.png,3,Speed limit (60km/h)
45074.png,23,Slippery road
45075.png,3,Speed limit (60km/h)
45076.png,0,Speed limit (20km/h)
45077.png,30,Beware of ice/snow
45078.png,32,End of all speed and passing limits
45079.png,0,Speed limit (20km/h)
45080.png,18,General caution
45081.png,21,Double curve
45082.png,34,Turn left ahead
45083.png,8,Speed limit (120km/h)
45084.png,24,Road narrows on the right
45085.png,13,Yield
45086.png,0,Speed limit (20km/h)
45087.png,30,Beware of ice/snow
45088.png,34,Turn left ahead
45089.png,10,No passing for vehicles over 3.5 metric tons
45090.png,35,Ahead only
45091.png,4,Speed limit (70km/h)
45092.png,2,Speed limit (50km/h)
45093.png,38,Keep right
45094.png,21,Double curve
45095.png,28,Children crossing
45096.png,38,Keep right
45097.png,4,Speed limit (70km/h)
45098.png,17,No entry
45099.png,34,Turn left ahead
45100.png,9,No passing
45101.png,7,Speed limit (100km/h)
45102.png,9,No passing
45103.png,30,Beware of ice/snow
45104.png,31,Wild animals crossing
45105.png,19,Dangerous curve to the left
45106.png,0,Speed limit (20km/h)
45107.png,11,Right-of-way at the next intersection
45108.png,39,Keep left
45109.png,10,No passing for vehicles over 3.5 metric tons
